Alloy,Composition,Average_r,e/a,delta_r,delta_X,Smix,Hmix,Average_T,sws,B,C11,C12,C,C44,BV,GV,EV,vV,BR,GR,ER,vR,BH,GH,EH,vH,AVR,B/G,AZ,CP
CrZrMoTaW,2025202015,1.4135,5.300000000000002,0.3842587019183821,0.1222814376755524,13.275831245125143,-6.970354950519303,2759.45,3.011831675385868,172.2506954425691,291.5,112.63,89.44,63.93,172.25,74.13,194.5,0.31181458164094233,172.25,72.16,189.96,0.3162028153707698,172.25,73.15,192.23,0.31400869850585605,0.013466402351493602,2.3547505126452495,0.7147808586762076,48.699999999999996
CrZrMoTaW,2025201520,1.4105,5.3500000000000005,0.40155043269806096,0.12257548694580007,13.275831245125143,-7.096516404915875,2779.7,3.0043066425369327,177.09857396987138,304.48,113.41,95.54,66.59,177.1,78.17,204.43,0.30761153133050023,177.1,75.77,198.95,0.3127810631393414,177.1,76.97,201.69,0.3101962972349208,0.015590489801221291,2.30089645316357,0.6969855557881516,46.81999999999999
CrZrMoTaW,2025152020,1.414,5.3,0.39717093297470796,0.12208193969625485,13.275831245125143,-7.196124791789143,2799.4,3.0134648148053835,174.0163492899955,292.7,114.68,89.01,65.59,174.02,74.96,196.64,0.3116646008508928,174.02,73.3,192.83,0.31532182209083576,174.02,74.13,194.74,0.3134932114708643,0.011196546607311458,2.347497639282342,0.7368834962363779,49.09
CrZrMoTaW,1520202025,1.408,5.4,0.4099646326209128,0.10970870521521983,13.275831245125143,-6.706678481445488,2913.55,3.0070617192131333,189.20725770421436,325.73,120.94,102.39,72.92,189.21,84.71,221.12,0.3052166048379679,189.21,82.4,215.87,0.30985492977247203,189.21,83.56,218.5,0.30753576730522,0.013823230207647585,2.2643609382479655,0.7121789237230198,48.019999999999996
CrZrMoTaW,1520202520,1.411,5.3500000000000005,0.397773805070168,0.1094486180817282,13.275831245125143,-6.611171788953676,2893.3,3.0142531271317883,184.24780984991642,312.07,120.33,95.87,70.0,184.25,80.35,210.45,0.3096272310851366,184.25,78.47,206.14,0.3135277716168689,184.25,79.41,208.3,0.31157750135100276,0.01183730008815008,2.320236746001763,0.7301554187962866,50.33
CrZrMoTaW,1520252020,1.4075000000000002,5.4,0.3993882822517456,0.10990336664543084,13.275831245125143,-6.502198322715329,2873.6,3.005559283605655,187.36518330749118,324.67,118.71,102.98,71.47,187.37,84.07,219.4,0.30484539911479774,187.37,81.44,213.39,0.3101779193535856,187.37,82.75,216.4,0.30751165923419166,0.015890278533019126,2.2642900302114803,0.6940182559720334,47.239999999999995
CrZrMoTaW,1525202020,1.4195,5.3,0.4057027852997807,0.11693908670756754,13.275831245125143,-6.85274641361174,2835.2,3.0224510009430112,176.5929506756415,297.66,116.06,90.8,66.63,176.59,76.3,200.08,0.3111604270133813,176.59,74.57,196.1,0.3149137902505212,176.59,75.43,198.09,0.3130371086319512,0.011466825744018055,2.3411109638075036,0.7338105726872246,49.43000000000001
CrZrMoTaW,2520202015,1.396,5.4,0.3727613177356256,0.11934822998268554,13.275831245125143,-6.902042614988381,2762.05,2.9850182696589176,180.82570992075168,314.45,114.02,100.22,68.04,180.83,80.91,211.23,0.30531761308950917,180.83,78.07,204.74,0.3112914142065232,180.83,79.49,207.99,0.30830451364801614,0.01786388224933956,2.2748773430620206,0.6789064059070047,45.97999999999999
CrZrMoTaW,2520201520,1.393,5.45,0.3887415593938986,0.11920989891783318,13.275831245125143,-6.834281954242603,2782.3,2.977945881416101,186.0139017300084,329.22,114.41,107.4,71.89,186.01,86.1,223.76,0.2994969959480229,186.01,82.85,216.42,0.306086942953439,186.01,84.47,220.1,0.30279196945073095,0.01923646049126961,2.2020835799692198,0.669366852886406,42.519999999999996
CrZrMoTaW,2520152020,1.3965,5.4,0.3856306523086566,0.1192172386863578,13.275831245125143,-7.092998964194733,2802.0,2.9868048941727685,182.6499631311336,315.38,116.28,99.55,69.84,182.65,81.72,213.35,0.30532659964743436,182.65,79.31,207.84,0.31034180403660366,182.65,80.51,210.6,0.30783420184201904,0.014966155374774866,2.268662277977891,0.7015570065293822,46.44
CrZrMoTaW,2515202020,1.3845,5.500000000000001,0.3799115028529671,0.10983965586253447,13.275831245125143,-6.482197274974805,2840.4,2.97053102851882,194.69166347827635,346.9,118.59,114.16,76.76,194.69,91.72,237.81,0.29641604640494823,194.69,88.34,230.19,0.30293273449234837,194.69,90.03,234.01,0.2996743904486483,0.018771520604243006,2.16250138842608,0.6723896285914507,41.83
CrNbMoTaW,2020201525,1.365,5.65,0.3463221044057107,0.06430396566309109,13.275831245125143,-6.024153628117914,2982.45,2.9571460522512307,222.4644076745489,409.46,128.97,140.25,90.84,222.46,110.6,284.64,0.286755443584668,222.46,105.74,273.84,0.29484426738410596,222.46,108.17,279.26,0.29079985548438697,0.022464638994175834,2.056577609318665,0.6477005347593583,38.129999999999995
CrNbMoTaW,2020202515,1.371,5.550000000000002,0.3274309087425926,0.06722350779303321,13.275831245125143,-6.305290564373897,2941.95,2.968705729123273,210.15348816680356,379.27,125.6,126.84,80.14,210.15,98.82,256.28,0.296741947426879,210.15,93.98,245.36,0.305405629253344,210.15,96.4,250.84,0.3010737883401115,0.025103734439833967,2.179979253112033,0.6318196152633239,45.459999999999994
CrNbMoTaW,2020152025,1.3685,5.6,0.3512890547682919,0.065823627976586,13.275831245125143,-6.4212380952380945,3002.15,2.9643871198325296,218.6474770329194,397.34,129.3,134.02,86.64,218.65,105.59,272.85,0.2920201171310765,218.65,100.91,262.36,0.3000092487382079,218.65,103.25,267.62,0.29601468293464217,0.02266343825665863,2.117675544794189,0.6464706760185046,42.66000000000001
CrNbMoTaW,2020152520,1.3715,5.55,0.3406625896690155,0.06717700499426865,13.275831245125143,-6.512004850088184,2981.9,2.97019608813904,211.66327450012088,379.28,127.86,125.71,81.24,211.66,99.03,257.0,0.2976253729513222,211.66,94.63,247.07,0.30545085730732857,211.66,96.83,252.05,0.3015381151293254,0.022720231333264514,2.1858928018176185,0.6462493039535439,46.620000000000005
CrNbMoTaW,2020252015,1.3675000000000002,5.6,0.3274812971758845,0.06586918854821272,13.275831245125143,-6.057301587301588,2922.25,2.961408722208792,214.4153459375228,393.76,124.74,134.51,84.34,214.42,104.41,269.48,0.29052924418526893,214.42,99.13,257.68,0.29970770080415954,214.42,101.77,263.6,0.29511847249471423,0.02594084700795913,2.1069077331237103,0.6270165786930341,40.39999999999999
CrNbMoTaW,2020251520,1.3645,5.65,0.33558754446492794,0.06430202174115521,13.275831245125143,-5.866931405895692,2942.5,2.955593497958464,220.3448264622575,407.77,126.63,140.57,89.74,220.34,110.07,283.08,0.2858810255612185,220.34,104.92,271.63,0.29452698644802466,220.34,107.49,277.37,0.2902040060046216,0.023954602539652967,2.0498651037305797,0.6384007967560645,36.89
CrNbMoTaW,2015202025,1.365,5.65,0.3512890547682919,0.06430396566309109,13.275831245125143,-5.9288679138322005,3009.45,2.9580522467177484,223.7757544032167,409.81,130.76,139.53,92.0,223.78,111.01,285.78,0.2871604780469099,223.78,106.51,275.79,0.29460692935655974,223.78,108.76,280.8,0.29088370370173483,0.020687752850312616,2.0575579257079806,0.6593564108077116,38.75999999999999
CrNbMoTaW,2015202520,1.368,5.6000000000000005,0.3441787326375643,0.06584831053261729,13.275831245125143,-6.149634668682287,2989.2,2.963834164962716,218.0955734062512,396.03,129.13,133.45,86.65,218.1,105.37,272.27,0.2919425540037121,218.1,100.79,262.01,0.2997788343111417,218.1,103.08,267.16,0.2958606941574269,0.022215754753589435,2.1158323632130385,0.6493068565005621,42.47999999999999
CrNbMoTaW,2015252020,1.3645,5.65,0.34056423769973265,0.06430202174115521,13.275831245125143,-5.772645691609977,2969.5,2.9565391579052336,221.80206031047248,408.18,128.61,139.78,90.82,221.8,110.41,284.08,0.2865263402121654,221.8,105.62,273.45,0.2945189489248009,221.8,108.01,278.78,0.29052264456848315,0.0221728463639309,2.05351356355893,0.6497352983259407,37.79000000000002
CrNbMoTaW,2025202015,1.371,5.550000000000002,0.3233512022553805,0.06722350779303321,13.275831245125143,-6.382068342151675,2914.95,2.9677010801248027,209.19216391510503,380.17,123.7,128.23,79.02,209.19,98.71,255.88,0.29613234565181473,209.19,93.35,243.79,0.3057690173666981,209.19,96.03,249.86,0.3009506815092564,0.027907945433718627,2.178381755701343,0.616236450128675,44.68000000000001
CrNbMoTaW,2025201520,1.368,5.6000000000000005,0.33517010606556186,0.06584831053261729,13.275831245125143,-6.321698160745781,2935.2,2.961980507550411,215.1225940269905,395.17,125.1,135.04,84.3,215.12,104.59,270.02,0.2908060537369158,215.12,99.21,257.97,0.300132962649583,215.12,101.9,264.02,0.2954695081932494,0.02639842983316982,2.111089303238469,0.6242594786729858,40.8
CrNbMoTaW,2025152020,1.3715,5.55,0.3365947117825828,0.06717700499426865,13.275831245125143,-6.5897826278659615,2954.9,2.9692113059805174,210.74773470925487,380.69,125.77,127.46,80.11,210.75,99.05,256.91,0.2968344044851634,210.75,94.09,245.72,0.305690172646419,210.75,96.57,251.33,0.3012622885657912,0.025680853267060134,2.182354768561665,0.6285109053820807,45.66
CrNbMoTaW,1520202025,1.374,5.6,0.35352369086102275,0.060033324079214516,13.275831245125143,-6.328969954648527,3037.95,2.9737537221619013,220.68388861288102,401.89,130.08,135.9,87.62,220.68,106.93,276.19,0.291415789952794,220.68,102.13,265.45,0.29952759202795187,220.68,104.53,270.84,0.29547169099037296,0.02295991581364207,2.1111642590643833,0.6447387785136129,42.46000000000001
CrNbMoTaW,1520202520,1.3769999999999998,5.55,0.3460866943411723,0.061245407991130214,13.275831245125143,-6.391487953514741,3017.7,2.979522423123477,214.03310788603386,384.58,128.76,127.91,82.17,214.03,100.47,260.62,0.2970467032967033,214.03,95.89,250.28,0.30509634407436514,214.03,98.18,255.47,0.30107152368553425,0.023324506009370534,2.1799755551028723,0.64240481588617,46.58999999999999
CrNbMoTaW,1520252020,1.3735,5.6000000000000005,0.3427812713670337,0.06010615609070336,13.275831245125143,-6.140934240362812,2998.0,2.9723940685648462,218.67986006197216,399.88,128.08,135.9,86.57,218.68,106.3,274.44,0.2908413568748852,218.68,101.27,263.19,0.2994150347942058,218.68,103.79,268.83,0.2951281958345455,0.0242327889386713,2.106946719337123,0.6370125091979396,41.51000000000002
CrNbMoTaW,1525202020,1.3769999999999998,5.55,0.34171771976296456,0.061245407991130214,13.275831245125143,-6.472452239229026,2990.7,2.9785961879074536,213.22929180002393,385.7,127.0,129.35,81.03,213.23,100.36,260.25,0.2965813120735085,213.23,95.27,248.75,0.3055608468488081,213.23,97.81,254.52,0.3010710794611583,0.026018504319378435,2.1800429403946424,0.6264398917665249,45.97
CrNbMoTaW,2520202015,1.3619999999999999,5.6,0.3215882460538631,0.07068238818828915,13.275831245125143,-6.180648589065256,2886.45,2.951450430501253,212.08709782786448,389.22,123.52,132.85,83.39,212.09,103.17,266.33,0.29071324245374874,212.09,97.98,254.72,0.2998365679264555,212.09,100.58,260.55,0.29527490519010213,0.025801640566741228,2.1086697156492344,0.6277004140007527,40.129999999999995
CrNbMoTaW,2520201520,1.359,5.65,0.3330825723450568,0.0689855057240287,13.275831245125143,-5.959418540564374,2906.7,2.9455667755447923,217.98931732421883,403.29,125.34,138.98,88.76,217.99,108.85,279.95,0.2859586796360872,217.99,103.76,268.65,0.2945970200467185,217.99,106.3,274.32,0.2902778498414028,0.02394054842199327,2.050705550329257,0.6386530436033963,36.58
CrNbMoTaW,2520152020,1.3625,5.6000000000000005,0.3348118874831059,0.07070183873139366,13.275831245125143,-6.356176366843034,2926.4,2.9531223072869985,214.54758515455,391.28,126.18,132.55,84.55,214.55,103.75,268.05,0.2917781643029168,214.55,98.87,257.12,0.30026800624898997,214.55,101.31,262.6,0.2960230852759534,0.02408449313986771,2.117757378343698,0.6378725009430403,41.63000000000001
CrNbMoTaW,2515202020,1.359,5.65,0.3377262204804359,0.06898550572402871,13.275831245125143,-5.8679463183421525,2933.7,2.9466163818676305,219.45105236164318,403.67,127.34,138.16,89.94,219.45,109.23,281.06,0.28654342218400686,219.45,104.54,270.63,0.29445267338672676,219.45,106.88,275.86,0.2904980477853668,0.021939467652149495,2.053237275449102,0.6509843659525189,37.400000000000006
ZrNbMoTaW,2020201525,1.435,5.25,0.41098783436982655,0.08737848705488098,13.275831245125143,-6.2009175485008825,2972.05,3.0537358285501166,183.91705702702743,306.14,122.81,91.67,66.1,183.92,76.33,201.15,0.317709245490296,183.92,74.4,196.68,0.3217707934074358,183.92,75.36,198.92,0.3197400194488659,0.01280435215285605,2.440552016985138,0.7210646885567796,56.71000000000001
ZrNbMoTaW,2020202515,1.4409999999999998,5.15,0.3805666827245917,0.08472897969408105,13.275831245125143,-4.918113945578231,2931.55,3.0690668275963047,175.0084794546064,284.35,120.34,82.0,63.77,175.01,71.06,187.77,0.3211847204281233,175.01,69.99,185.28,0.3235605525864677,175.01,70.53,186.53,0.32237263650729553,0.007585962424672154,2.4813554515808876,0.7776829268292683,56.57
ZrNbMoTaW,2020152025,1.4385,5.2,0.4099024274141347,0.08568984770671495,13.275831245125143,-5.958491811539432,2991.75,3.0623584460057782,181.39604775816449,296.72,123.74,86.49,66.56,181.4,74.53,196.66,0.3193153718099979,181.4,73.32,193.84,0.3219005052467937,181.4,73.92,195.25,0.3206079385283958,0.008183970240108272,2.454004329004329,0.7695687362700891,57.17999999999999
ZrNbMoTaW,2020152520,1.4415,5.15,0.3936889635232362,0.08427781439975766,13.275831245125143,-5.266542517006803,2971.5,3.0700595179709,177.00081439884255,286.29,122.36,81.97,65.8,177.0,72.27,190.83,0.32030434133969865,177.0,71.43,188.89,0.3221453114884717,177.0,71.85,189.86,0.3212248264140852,0.005845511482254623,2.4634655532359084,0.802732707087959,56.56
ZrNbMoTaW,2020252015,1.4375000000000002,5.199999999999998,0.3862900464676769,0.08653756409791069,13.275831245125143,-5.310618795666415,2911.85,3.060272788654498,177.3899432470822,293.02,119.57,86.73,62.82,177.39,72.38,191.15,0.32041187660243153,177.39,70.61,187.01,0.3242891270446929,177.39,71.5,189.08,0.32235050182356223,0.012378488006154247,2.480979020979021,0.7243168453822206,56.74999999999999
ZrNbMoTaW,2020251520,1.4345,5.25,0.4003386066818937,0.08777670533803374,13.275831245125143,-5.901473104056437,2932.1,3.052670027450729,181.9481882309769,304.5,120.67,91.92,64.38,181.95,75.39,198.73,0.3179689009078617,181.95,73.15,193.51,0.32273828756058154,181.95,74.27,196.12,0.3203535942342216,0.01508011310084822,2.449845159552982,0.7003916449086162,56.290000000000006
ZrNbMoTaW,2015202025,1.435,5.25,0.4143862932096089,0.08737848705488098,13.275831245125143,-6.171917548500883,2999.05,3.0545755671136403,185.2719843002789,306.85,124.48,91.18,68.19,185.27,77.39,203.78,0.31666929879974737,185.27,75.84,200.2,0.3199002612206127,185.27,76.61,201.99,0.31828478001018,0.010115512628075422,2.418352695470565,0.7478613731081377,56.290000000000006
ZrNbMoTaW,2015202520,1.4380000000000002,5.2,0.40136641613368695,0.08611620056644395,13.275831245125143,-5.609968253968255,2978.8,3.0621585579834734,180.7978295416376,295.75,123.32,86.22,66.92,180.8,74.64,196.84,0.3185530921820304,180.8,73.5,194.19,0.32099366780321487,180.8,74.07,195.52,0.3197733799926226,0.00769542324827866,2.4409342513838266,0.7761540245882627,56.39999999999999
ZrNbMoTaW,2015252020,1.4345,5.25,0.40370286102528413,0.08777670533803374,13.275831245125143,-5.873473104056437,2959.1,3.0535013099690533,183.30852355793797,305.16,122.38,91.39,66.45,183.31,76.43,201.3,0.31696628137173516,183.31,74.59,197.05,0.3208464100429129,183.31,75.51,199.18,0.318906345707324,0.012183816713018165,2.427625480068865,0.727103621840464,55.92999999999999
ZrNbMoTaW,2025202015,1.4409999999999998,5.15,0.3779365026032812,0.08472897969408105,13.275831245125143,-4.929113945578231,2904.55,3.068226034531121,173.59960810627976,283.34,118.73,82.31,61.43,173.6,69.78,184.61,0.32276744894849124,173.6,68.37,181.3,0.32593309231630935,173.6,69.07,182.95,0.3243502706324003,0.010206297502714417,2.513392210800637,0.7463248693961851,57.300000000000004
ZrNbMoTaW,2025201520,1.4380000000000002,5.2,0.3953416244212086,0.08611620056644395,13.275831245125143,-5.649968253968255,2924.8,3.0604851324357685,177.99463372947403,293.98,120.0,86.99,62.42,177.99,72.25,190.91,0.321228266965788,177.99,70.37,186.52,0.3253383856769368,177.99,71.31,188.72,0.32328332632136236,0.013181881923993798,2.496003365586874,0.7175537418094035,57.58
ZrNbMoTaW,2025152020,1.4415,5.15,0.391019181115198,0.08427781439975766,13.275831245125143,-5.2785425170068025,2944.5,3.069241817699259,175.6036139764867,285.29,120.76,82.27,63.41,175.6,70.95,187.59,0.3219573400250941,175.6,69.81,184.92,0.324483330819128,175.6,70.38,186.26,0.32322033542211104,0.00809889173060529,2.4950269963057687,0.770754831651878,57.35000000000001
ZrNbMoTaW,1520202025,1.4265,5.300000000000002,0.4021601049333461,0.07875753932164209,13.275831245125143,-6.2265911281179145,3030.15,3.0453713640284965,191.5242405804353,319.74,127.42,96.16,68.76,191.52,79.72,210.02,0.3172342116525035,191.52,77.6,205.11,0.3215161923454367,191.52,78.66,207.57,0.31937520199897007,0.013475718281210301,2.4347826086956523,0.7150582362728786,58.66
ZrNbMoTaW,1520202520,1.4295,5.250000000000001,0.39022141150890216,0.0776836533641409,13.275831245125143,-5.70068820861678,3009.9,3.052799560606786,186.90914770083538,307.84,126.45,90.7,67.0,186.91,76.48,201.9,0.31996516062208696,186.91,74.82,198.04,0.3234127920698608,186.91,75.65,199.97,0.3216889763459739,0.010971579643093263,2.4707204230006607,0.7386990077177508,59.45
ZrNbMoTaW,1520252020,1.4260000000000002,5.3,0.3914878669895147,0.07914543574963752,13.275831245125143,-5.9315196995464845,2990.2,3.044252300847176,189.61761439577182,318.33,125.26,96.54,67.13,189.62,78.89,207.86,0.31731377846391357,189.62,76.45,202.17,0.3222947110690985,189.62,77.67,205.02,0.31980424476650604,0.015707480365649527,2.4413544483069396,0.6953594365030038,58.13000000000001
ZrNbMoTaW,1525202020,1.4295,5.250000000000001,0.3869919249803541,0.0776836533641409,13.275831245125143,-5.73268820861678,2982.9,3.051963241866664,185.55014512692452,307.06,124.79,91.13,64.85,185.55,75.36,199.13,0.32114207053685856,185.55,73.31,194.33,0.32544129786018167,185.55,74.34,196.73,0.3232916841985201,0.01378892849936098,2.4959644874899114,0.7116207615494349,59.94000000000001
ZrNbMoTaW,2520202015,1.4495,5.1,0.38781793408763343,0.0914590072108811,13.275831245125143,-4.858283619929453,2873.45,3.0778422067727886,167.9060181391352,272.06,115.83,78.11,61.44,167.91,68.11,179.99,0.32133988528259655,167.91,67.18,177.81,0.3234923192797463,167.91,67.64,178.9,0.32241610228117146,0.006874122255894689,2.4824068598462445,0.7865830239405965,54.39
ZrNbMoTaW,2520201520,1.4465,5.15,0.4062299225807965,0.09302015910543264,13.275831245125143,-5.6122001763668425,2893.7,3.069967899885447,172.1229227098761,282.17,117.1,82.53,62.25,172.12,70.36,185.77,0.32011862557949283,172.12,69.03,182.68,0.32311792138574286,172.12,69.7,184.23,0.32161827348261784,0.009541574001004366,2.4694404591104733,0.7542711741185023,54.849999999999994
ZrNbMoTaW,2520152020,1.45,5.1,0.40091489121757495,0.09099450532861862,13.275831245125143,-5.210339175485009,2913.4,3.0787878225524272,169.77366446850672,273.93,117.69,78.12,63.47,169.77,69.33,183.07,0.3202768560763169,169.77,68.62,181.41,0.32189884588098905,169.77,68.97,182.24,0.321087850978653,0.005146792316056498,2.461505002174859,0.8124679979518689,54.22
ZrNbMoTaW,2515202020,1.4465,5.15,0.4090388123393671,0.09302015910543264,13.275831245125143,-5.604200176366843,2920.7,3.070812121752923,173.50650676435998,283.09,118.71,82.19,64.51,173.51,71.58,188.78,0.3186654506763946,173.51,70.58,186.47,0.3208962798802253,173.51,71.08,187.63,0.31978086527830996,0.007034327518289252,2.441052335396736,0.7848886725879062,54.19999999999999
TiCrNbMoTa,1133142814,1.3532000000000002,5.500000000000001,0.2577906127072901,0.07880203043069384,12.600705845644292,-5.5890429983401235,2589.39,2.911,194.86,354.47,115.05,119.71,70.56,194.86,90.22,234.48,0.2994516893894487,194.86,84.43,221.32,0.3106978968924231,194.86,87.33,227.93,0.3050747931409359,0.03315201832235896,2.2313065384174973,0.5894244424024727,44.489999999999995
TiCrNbMoTa,2110271032,1.4092,4.99,0.1880777498802025,0.05814946259424929,12.524143194005845,-2.8521675079418185,2710.51,3.025,164.37,257.44,117.83,69.8,62.9,164.37,65.66,173.84,0.323737852783793,164.37,65.49,173.44,0.32414070891514507,164.37,65.58,173.64,0.32393928084946905,0.0012962256957682176,2.5064043915828,0.9011461318051576,54.93
TiCrNbMoTa,1528171921,1.3693,5.32,0.2335503371866545,0.07986557456125884,13.181896938212303,-5.769460275413469,2610.19,2.943,181.15,307.99,117.72,95.14,61.69,181.15,75.07,197.87,0.31794444803725025,181.15,71.78,190.22,0.32499227931017666,181.15,73.42,194.05,0.32146836367371345,0.022403813415049316,2.4673113593026423,0.6484128652512087,56.03
TiCrNbMoTa,248261923,1.4071,5.03,0.23997824901436385,0.055629039179191264,12.873146249316967,-3.3891898891095567,2662.1800000000007,3.012,167.06,266.87,117.16,74.85,60.65,167.06,66.33,175.73,0.32468150340963153,167.06,65.63,174.09,0.3263174608775427,167.06,65.98,174.91,0.32549948214358715,0.005304637769020938,2.5319793876932404,0.8102872411489647,56.51
TiCrNbMoTa,2412211033,1.4062,4.98,0.18896126587213585,0.06251047912150408,12.643870941996678,-3.1511415145158197,2680.24,3.016,163.56,255.09,117.79,68.65,64.18,163.56,65.97,174.45,0.32223120452708165,163.56,65.9,174.28,0.32239749901182224,163.56,65.93,174.36,0.32231435176945195,0.0005308258133009265,2.4808129834673136,0.9348871085214858,53.61
TiCrNbMoTa,293281615,1.367,5.19,0.2191689759067191,0.08543418519538883,12.499615601908284,-5.845808214593237,2437.35,2.9139999999999997,171.87,284.93,115.34,84.79,59.16,171.87,69.41,183.53,0.3220317254110971,171.87,67.3,178.58,0.3268171758933627,171.87,68.35,181.06,0.3244244506522299,0.015434130641503912,2.5145574250182885,0.6977237881825686,56.18000000000001
TiCrNbMoTa,102382732,1.3717,5.4,0.2700574013057225,0.07359422531693635,12.375233037453796,-5.450398557489819,2750.2200000000007,2.957,191.27,329.17,122.32,103.43,69.35,191.27,82.98,217.48,0.31048737039236285,191.27,79.87,210.34,0.3167222494186758,191.27,81.43,213.92,0.3136048099055193,0.019097328830211844,2.348888615989193,0.670501788649328,52.97
TiCrNbMoTa,311763115,1.3839,5.17,0.2790769786277615,0.07089280640516353,12.310861987443031,-4.7752575338467596,2528.57,2.949,176.51,292.47,118.53,86.97,62.83,176.51,72.48,191.27,0.31940499327253696,176.51,70.67,187.06,0.32338387204265245,176.51,71.58,189.17,0.3213944326575947,0.012644079636744689,2.465912265996088,0.7224330228814534,55.7
TiCrNbMoTa,1420252714,1.3779,5.330000000000001,0.2597524975818328,0.07172579731170645,13.07370488102371,-5.39510990977236,2637.76,2.9589999999999996,183.21,316.08,116.77,99.66,60.64,183.21,76.25,200.87,0.3172573017191794,183.21,71.9,190.75,0.3264765980724985,183.21,74.07,195.83,0.32186694989583897,0.029362132973337795,2.4734710409072505,0.6084687938992575,56.129999999999995
TiCrNbMoTa,2818142317,1.3871000000000002,5.130000000000001,0.25355543772516503,0.07232281797607168,13.132861264665976,-4.827768944960936,2546.26,2.9619999999999997,171.3,280.52,116.69,81.92,60.48,171.3,69.05,182.62,0.3223261000085771,171.3,67.55,179.1,0.32573738068621555,171.3,68.3,180.86,0.32403174034739635,0.010980966325036604,2.5080527086383606,0.73828125,56.21
TiCrNbMoTa,1816191928,1.3915000000000002,5.17,0.24010031236964274,0.06859118019104203,13.214146882318802,-4.644054475095208,2692.12,2.988,175.6,286.07,120.37,82.85,62.25,175.6,70.49,186.52,0.32297543906645015,175.6,69.13,183.32,0.3259946638027956,175.6,69.81,184.92,0.3244850514346229,0.009740724824523702,2.5153989399799452,0.7513578756789379,58.120000000000005
TiCrNbMoTa,278162425,1.4042,5.050000000000002,0.263476754192851,0.056660038828084076,12.785874773249825,-3.715446478559248,2656.01,3.002,170.36,272.86,119.11,76.87,63.67,170.36,68.95,182.26,0.32169025740047924,170.36,68.37,180.9,0.3230132021744758,170.36,68.66,181.58,0.3223517297874775,0.004223711039906775,2.481211768132829,0.8282815142448289,55.44
TiCrNbMoTa,618262030,1.3848,5.32,0.24213087370263214,0.06923120683622376,12.56068255529242,-5.315866708587857,2790.06,2.989,185.13,309.78,122.81,93.49,61.05,185.13,74.03,195.96,0.3235756728416638,185.13,70.89,188.6,0.3302117263843648,185.13,72.46,192.29,0.3268936996130143,0.02166712669058791,2.554926856196522,0.6530110172210931,61.760000000000005
TiCrNbMoTa,19893331,1.3963,5.22,0.2930736426224645,0.05611871345638632,12.165358370636831,-4.3571302530314115,2766.27,2.9939999999999998,185.18,305.64,124.95,90.35,67.97,185.18,76.92,202.69,0.31756949056066786,185.18,75.44,199.27,0.3206599258296618,185.18,76.18,200.98,0.31911470819516485,0.00971383565240223,2.4308217379889734,0.7522966242390703,56.980000000000004
TiCrNbMoTa,272651923,1.3753,5.1800000000000015,0.2386129921022743,0.08044196665920092,12.530113878174086,-5.3978412226379335,2535.3100000000004,2.94,174.06,285.69,118.25,83.72,63.18,174.06,71.39,188.42,0.31959162356588106,174.06,70.05,185.3,0.3225773770325718,174.06,70.72,186.86,0.3210845002992264,0.009473981900452512,2.461255656108597,0.7546583850931677,55.07
TiCrNbMoTa,179153425,1.3934,5.26,0.2902888905900466,0.05753642324649661,12.603064903498115,-4.5833380353433295,2745.8100000000004,2.989,186.12,311.76,123.3,94.23,65.56,186.12,77.03,203.08,0.3181510568312375,186.12,74.65,197.53,0.3231070599200644,186.12,75.84,200.31,0.3206290583756509,0.015690928270042162,2.454113924050633,0.695744455056776,57.739999999999995
TiCrNbMoTa,242991523,1.3721,5.199999999999998,0.21714511277023948,0.0829131473289972,12.810211733918527,-5.663951716877049,2536.640000000001,2.937,173.63,285.86,117.52,84.17,61.71,173.63,70.69,186.73,0.320759660569999,173.63,69.08,182.98,0.32436395070935814,173.63,69.89,184.86,0.32256180563967857,0.011518923946483507,2.484332522535413,0.7331590828086016,55.809999999999995
TiCrNbMoTa,273452113,1.3595,5.28,0.2398219339426651,0.08475110618747107,12.163935960022547,-5.738491763262117,2438.63,2.8989999999999996,178.98,304.03,116.46,93.78,61.15,178.98,74.2,195.58,0.31788133651863726,178.98,71.04,188.21,0.32473107668015394,178.98,72.62,191.9,0.32130620659939557,0.021757091710272628,2.464610300192784,0.6520580081040733,55.309999999999995
TiCrNbMoTa,922173121,1.3705,5.44,0.2733200321966907,0.07171296953829201,12.81901257073001,-5.505605704356184,2710.45,2.952,192.45,341.63,117.86,111.88,68.48,192.45,85.84,224.19,0.3058474946847811,192.45,81.06,213.23,0.3153278352394404,192.45,83.45,218.73,0.31058766496211077,0.028639904134212107,2.3061713600958655,0.6120843761172685,49.379999999999995
TiCrNbMoTa,163427167,1.3608,5.34,0.2096483722808265,0.08411515915695575,12.411883737380107,-6.128635006312879,2487.92,2.918,178.26,310.48,112.15,99.17,56.37,178.26,73.49,193.83,0.31877291334440294,178.26,68.13,181.3,0.33049708911777875,178.26,70.81,187.6,0.32463500123109085,0.037847761615591016,2.517441039401214,0.5684178683069476,55.78000000000001
TiVCrZrW,2912191624,1.4012,4.98,0.3652530082011645,0.11127695179146488,13.008708585471927,-6.748303655715,2466.33,2.958,156.57,247.62,111.05,68.28,62.22,156.57,64.64,170.47,0.31854589688406476,156.57,64.51,170.16,0.31886675901314065,156.57,64.58,170.31,0.3187063279486027,0.001006581494386337,2.424434809538557,0.9112478031634446,48.83
